   ID       GA1       GA2       GA3
 3441    0.7256    0.8332    0.8894
 3442    0.7256    0.8333    0.8895
 3443    0.7257    0.8333    0.8896
 3444    0.7256    0.8333    0.8895
 3445    0.7255    0.8331    0.8892
 3446    0.7256    0.8331    0.8893
 3447    0.7254    0.8329    0.8889
 3448    0.7255    0.8330    0.8890
 3449    0.7254    0.8329    0.8890
 3450    0.7255    0.8330    0.8891
 3451    0.7254    0.8329    0.8890
 3452    0.7255    0.8330    0.8891
 3453    0.7255    0.8330    0.8890
 3454    0.7254    0.8329    0.8890
 3455    0.7255    0.8330    0.8891
 3456    0.7255    0.8330    0.8892
 3457    0.7255    0.8331    0.8892
 3458    0.7256    0.8332    0.8893
 3459    0.7256    0.8333    0.8894
 3460    0.7256    0.8333    0.8895
 3461    0.7257    0.8334    0.8896
 3462    0.7256    0.8332    0.8893
 3463    0.7256    0.8332    0.8894
 3464    0.7257    0.8333    0.8894
 3465    0.7257    0.8334    0.8895
 3466    0.7257    0.8335    0.8896
 3467    0.7258    0.8335    0.8897
 3468    0.7258    0.8336    0.8898
 3469    0.7259    0.8337    0.8899
 3470    0.7259    0.8337    0.8900
 3471    0.7259    0.8338    0.8900
 3472    0.7260    0.8339    0.8901
 3473    0.7260    0.8339    0.8902
 3474    0.7261    0.8340    0.8903
 3475    0.7259    0.8337    0.8899
 3476    0.7258    0.8335    0.8895
 3477    0.7258    0.8334    0.8894
 3478    0.7257    0.8333    0.8893
 3479    0.7258    0.8334    0.8894
 3480    0.7257    0.8334    0.8894
 3481    0.7256    0.8331    0.8889
 3482    0.7256    0.8330    0.8889
 3483    0.7256    0.8331    0.8890
 3484    0.7256    0.8332    0.8890
 3485    0.7257    0.8332    0.8891
 3486    0.7257    0.8333    0.8892
 3487    0.7257    0.8334    0.8893
 3488    0.7258    0.8334    0.8894
 3489    0.7258    0.8335    0.8895
 3490    0.7259    0.8336    0.8896
 3491    0.7259    0.8336    0.8897
 3492    0.7259    0.8337    0.8897
 3493    0.7259    0.8337    0.8897
 3494    0.7259    0.8337    0.8898
 3495    0.7260    0.8338    0.8899
 3496    0.7259    0.8337    0.8898
 3497    0.7260    0.8338    0.8899
 3498    0.7260    0.8339    0.8900
 3499    0.7259    0.8336    0.8895
 3500    0.7258    0.8333    0.8891
 3501    0.7258    0.8334    0.8892
 3502    0.7258    0.8335    0.8893
 3503    0.7259    0.8335    0.8894
 3504    0.7259    0.8336    0.8895
 3505    0.7258    0.8334    0.8891
 3506    0.7258    0.8333    0.8891
 3507    0.7257    0.8333    0.8890
 3508    0.7257    0.8332    0.8890
 3509    0.7257    0.8333    0.8890
 3510    0.7258    0.8333    0.8891
 3511    0.7258    0.8334    0.8892
 3512    0.7259    0.8335    0.8893
 3513    0.7258    0.8334    0.8892
 3514    0.7259    0.8335    0.8893
 3515    0.7258    0.8334    0.8893
 3516    0.7257    0.8332    0.8890
 3517    0.7257    0.8332    0.8889
 3518    0.7257    0.8332    0.8890
 3519    0.7256    0.8330    0.8887
 3520    0.7256    0.8330    0.8886
 3521    0.7255    0.8329    0.8886
 3522    0.7255    0.8328    0.8885
 3523    0.7255    0.8328    0.8884
 3524    0.7254    0.8327    0.8884
 3525    0.7255    0.8328    0.8885
 3526    0.7255    0.8329    0.8886
 3527    0.7255    0.8328    0.8885
 3528    0.7255    0.8329    0.8886
 3529    0.7255    0.8329    0.8887
 3530    0.7255    0.8329    0.8886
 3531    0.7255    0.8328    0.8886
 3532    0.7254    0.8328    0.8885
 3533    0.7255    0.8328    0.8886
 3534    0.7253    0.8326    0.8883
 3535    0.7253    0.8326    0.8882
 3536    0.7252    0.8324    0.8879
 3537    0.7252    0.8324    0.8880
 3538    0.7252    0.8324    0.8880
 3539    0.7252    0.8323    0.8879
 3540    0.7252    0.8324    0.8880
 3541    0.7252    0.8325    0.8881
 3542    0.7252    0.8324    0.8880
 3543    0.7252    0.8323    0.8880
 3544    0.7250    0.8321    0.8875
 3545    0.7251    0.8321    0.8876
 3546    0.7251    0.8322    0.8877
 3547    0.7252    0.8323    0.8878
 3548    0.7252    0.8323    0.8879
 3549    0.7252    0.8323    0.8878
 3550    0.7252    0.8324    0.8879
 3551    0.7252    0.8324    0.8880
 3552    0.7253    0.8325    0.8881
 3553    0.7253    0.8326    0.8882
 3554    0.7254    0.8326    0.8883
 3555    0.7252    0.8324    0.8880
 3556    0.7253    0.8325    0.8880
 3557    0.7252    0.8323    0.8877
 3558    0.7251    0.8321    0.8874
 3559    0.7251    0.8321    0.8875
 3560    0.7251    0.8321    0.8875
 3561    0.7250    0.8320    0.8874
 3562    0.7251    0.8321    0.8875
 3563    0.7250    0.8320    0.8874
 3564    0.7251    0.8321    0.8875
 3565    0.7251    0.8322    0.8876
 3566    0.7251    0.8321    0.8876
 3567    0.7251    0.8322    0.8876
 3568    0.7252    0.8323    0.8877
 3569    0.7252    0.8323    0.8878
 3570    0.7252    0.8324    0.8879
 3571    0.7253    0.8325    0.8880
 3572    0.7251    0.8322    0.8876
 3573    0.7252    0.8323    0.8877
 3574    0.7251    0.8322    0.8876
 3575    0.7252    0.8323    0.8877
 3576    0.7252    0.8323    0.8878
 3577    0.7252    0.8323    0.8877
 3578    0.7252    0.8324    0.8878
 3579    0.7252    0.8323    0.8878
 3580    0.7252    0.8324    0.8878
 3581    0.7251    0.8322    0.8875
 3582    0.7250    0.8319    0.8872
 3583    0.7251    0.8320    0.8873
 3584    0.7250    0.8318    0.8870
 3585    0.7249    0.8317    0.8870
 3586    0.7249    0.8317    0.8869
 3587    0.7248    0.8316    0.8869
 3588    0.7248    0.8316    0.8868
 3589    0.7248    0.8316    0.8869
 3590    0.7249    0.8317    0.8870
 3591    0.7249    0.8318    0.8871
 3592    0.7249    0.8317    0.8870
 3593    0.7248    0.8317    0.8870
 3594    0.7249    0.8317    0.8870
 3595    0.7249    0.8318    0.8871
 3596    0.7249    0.8318    0.8871
 3597    0.7249    0.8318    0.8872
 3598    0.7250    0.8319    0.8872
 3599    0.7249    0.8318    0.8872
 3600    0.7250    0.8319    0.8873
 3601    0.7250    0.8320    0.8874
 3602    0.7250    0.8319    0.8873
 3603    0.7249    0.8319    0.8873
 3604    0.7249    0.8318    0.8872
 3605    0.7249    0.8319    0.8873
 3606    0.7250    0.8320    0.8874
 3607    0.7250    0.8320    0.8875
 3608    0.7250    0.8320    0.8874
 3609    0.7250    0.8320    0.8875
 3610    0.7250    0.8321    0.8876
 3611    0.7249    0.8319    0.8873
 3612    0.7250    0.8320    0.8874
 3613    0.7250    0.8320    0.8874
 3614    0.7250    0.8321    0.8875
 3615    0.7250    0.8320    0.8875
 3616    0.7249    0.8318    0.8872
 3617    0.7249    0.8318    0.8871
 3618    0.7248    0.8316    0.8868
 3619    0.7247    0.8315    0.8868
 3620    0.7248    0.8316    0.8869
 3621    0.7248    0.8316    0.8869
 3622    0.7248    0.8317    0.8870
 3623    0.7248    0.8317    0.8870
 3624    0.7247    0.8315    0.8867
 3625    0.7247    0.8315    0.8868
 3626    0.7248    0.8316    0.8868
 3627    0.7248    0.8317    0.8869
 3628    0.7248    0.8316    0.8869
 3629    0.7247    0.8313    0.8865
 3630    0.7246    0.8313    0.8864
 3631    0.7247    0.8314    0.8865
 3632    0.7246    0.8313    0.8864
 3633    0.7247    0.8314    0.8865
 3634    0.7247    0.8314    0.8866
 3635    0.7247    0.8314    0.8866
 3636    0.7247    0.8315    0.8867
 3637    0.7247    0.8315    0.8867
 3638    0.7248    0.8316    0.8868
 3639    0.7247    0.8313    0.8864
 3640    0.7247    0.8314    0.8865
 3641    0.7247    0.8315    0.8866
 3642    0.7246    0.8312    0.8862
 3643    0.7245    0.8310    0.8859
 3644    0.7245    0.8311    0.8860
 3645    0.7245    0.8310    0.8859
 3646    0.7245    0.8311    0.8860
 3647    0.7246    0.8311    0.8861
 3648    0.7245    0.8311    0.8860
 3649    0.7245    0.8310    0.8860
 3650    0.7245    0.8311    0.8861
 3651    0.7245    0.8310    0.8860
 3652    0.7245    0.8310    0.8860
 3653    0.7244    0.8308    0.8857
 3654    0.7243    0.8305    0.8853
 3655    0.7242    0.8305    0.8852
 3656    0.7243    0.8305    0.8853
 3657    0.7242    0.8305    0.8853
 3658    0.7241    0.8302    0.8849
 3659    0.7241    0.8303    0.8850
 3660    0.7242    0.8304    0.8850
 3661    0.7242    0.8304    0.8851
 3662    0.7243    0.8305    0.8852
 3663    0.7243    0.8306    0.8853
 3664    0.7243    0.8306    0.8854
 3665    0.7243    0.8306    0.8853
 3666    0.7243    0.8307    0.8854
 3667    0.7244    0.8307    0.8855
 3668    0.7244    0.8308    0.8856
 3669    0.7244    0.8309    0.8857
 3670    0.7245    0.8309    0.8858
 3671    0.7245    0.8310    0.8859
 3672    0.7246    0.8311    0.8859
 3673    0.7246    0.8311    0.8860
 3674    0.7246    0.8312    0.8861
 3675    0.7245    0.8310    0.8858
 3676    0.7246    0.8311    0.8859
 3677    0.7246    0.8311    0.8860
 3678    0.7246    0.8312    0.8861
 3679    0.7246    0.8311    0.8860
 3680    0.7246    0.8312    0.8861
 3681    0.7247    0.8313    0.8862
 3682    0.7247    0.8313    0.8863
 3683    0.7247    0.8314    0.8864
 3684    0.7248    0.8315    0.8864
 3685    0.7248    0.8316    0.8865
 3686    0.7249    0.8316    0.8866
 3687    0.7248    0.8314    0.8863
 3688    0.7247    0.8314    0.8863
 3689    0.7248    0.8314    0.8864
 3690    0.7248    0.8315    0.8864
 3691    0.7248    0.8316    0.8865
 3692    0.7247    0.8313    0.8861
 3693    0.7248    0.8314    0.8862
 3694    0.7247    0.8313    0.8862
 3695    0.7247    0.8313    0.8861
 3696    0.7247    0.8313    0.8862
 3697    0.7248    0.8314    0.8863
 3698    0.7248    0.8315    0.8864
 3699    0.7248    0.8314    0.8863
 3700    0.7248    0.8315    0.8864
 3701    0.7248    0.8315    0.8865
 3702    0.7249    0.8316    0.8866
 3703    0.7248    0.8316    0.8865
 3704    0.7249    0.8316    0.8866
 3705    0.7249    0.8317    0.8867
 3706    0.7249    0.8318    0.8868
 3707    0.7250    0.8318    0.8869
 3708    0.7250    0.8319    0.8869
 3709    0.7249    0.8316    0.8865
 3710    0.7249    0.8317    0.8866
 3711    0.7248    0.8315    0.8863
 3712    0.7248    0.8314    0.8863
 3713    0.7248    0.8315    0.8864
 3714    0.7249    0.8316    0.8864
 3715    0.7249    0.8316    0.8865
 3716    0.7249    0.8317    0.8866
 3717    0.7248    0.8315    0.8863
 3718    0.7249    0.8316    0.8864
 3719    0.7249    0.8316    0.8865
 3720    0.7250    0.8317    0.8866
 3721    0.7250    0.8318    0.8867
 3722    0.7250    0.8318    0.8867
 3723    0.7251    0.8319    0.8868
 3724    0.7251    0.8320    0.8869
 3725    0.7251    0.8320    0.8870
 3726    0.7252    0.8321    0.8871
 3727    0.7252    0.8322    0.8872
 3728    0.7253    0.8322    0.8872
 3729    0.7252    0.8322    0.8872
 3730    0.7252    0.8321    0.8871
 3731    0.7252    0.8322    0.8872
 3732    0.7252    0.8322    0.8872
 3733    0.7252    0.8322    0.8873
 3734    0.7253    0.8323    0.8873
 3735    0.7253    0.8324    0.8874
 3736    0.7252    0.8321    0.8871
 3737    0.7252    0.8321    0.8871
 3738    0.7252    0.8322    0.8872
 3739    0.7252    0.8322    0.8872
 3740    0.7253    0.8323    0.8873
 3741    0.7253    0.8324    0.8874
 3742    0.7253    0.8324    0.8875
 3743    0.7252    0.8322    0.8872
 3744    0.7251    0.8320    0.8869
 3745    0.7252    0.8321    0.8870
 3746    0.7252    0.8322    0.8871
 3747    0.7252    0.8321    0.8870
 3748    0.7251    0.8320    0.8870
 3749    0.7250    0.8318    0.8867
 3750    0.7251    0.8319    0.8868
 3751    0.7251    0.8320    0.8868
 3752    0.7251    0.8319    0.8868
 3753    0.7251    0.8320    0.8869
 3754    0.7252    0.8320    0.8869
 3755    0.7251    0.8318    0.8867
 3756    0.7251    0.8319    0.8867
 3757    0.7251    0.8320    0.8868
 3758    0.7252    0.8320    0.8869
 3759    0.7251    0.8320    0.8869
 3760    0.7251    0.8319    0.8868
 3761    0.7251    0.8320    0.8869
 3762    0.7251    0.8319    0.8868
 3763    0.7250    0.8317    0.8865
 3764    0.7250    0.8317    0.8865
 3765    0.7250    0.8318    0.8866
 3766    0.7250    0.8318    0.8867
 3767    0.7251    0.8319    0.8867
 3768    0.7251    0.8320    0.8868
 3769    0.7251    0.8319    0.8868
 3770    0.7250    0.8317    0.8865
 3771    0.7249    0.8316    0.8864
 3772    0.7250    0.8317    0.8865
 3773    0.7250    0.8318    0.8866
 3774    0.7250    0.8317    0.8865
 3775    0.7249    0.8317    0.8865
 3776    0.7249    0.8316    0.8864
 3777    0.7249    0.8316    0.8864
 3778    0.7249    0.8316    0.8865
 3779    0.7249    0.8316    0.8864
 3780    0.7249    0.8316    0.8865
 3781    0.7249    0.8317    0.8866
 3782    0.7250    0.8318    0.8867
 3783    0.7249    0.8317    0.8866
 3784    0.7249    0.8317    0.8866
 3785    0.7249    0.8316    0.8865
 3786    0.7249    0.8317    0.8866
 3787    0.7249    0.8317    0.8867
 3788    0.7249    0.8317    0.8866
 3789    0.7249    0.8318    0.8867
 3790    0.7250    0.8318    0.8868
 3791    0.7250    0.8319    0.8869
 3792    0.7250    0.8318    0.8868
 3793    0.7249    0.8318    0.8868
 3794    0.7248    0.8316    0.8865
 3795    0.7249    0.8316    0.8866
 3796    0.7248    0.8316    0.8865
 3797    0.7249    0.8317    0.8866
 3798    0.7249    0.8317    0.8867
 3799    0.7249    0.8318    0.8868
 3800    0.7249    0.8316    0.8865
 3801    0.7247    0.8313    0.8861
 3802    0.7248    0.8314    0.8862
 3803    0.7247    0.8313    0.8861
 3804    0.7246    0.8311    0.8858
 3805    0.7247    0.8312    0.8859
 3806    0.7247    0.8313    0.8860
 3807    0.7247    0.8313    0.8861
 3808    0.7248    0.8314    0.8862
 3809    0.7248    0.8315    0.8862
 3810    0.7249    0.8315    0.8863
 3811    0.7248    0.8315    0.8863
 3812    0.7248    0.8314    0.8862
 3813    0.7248    0.8315    0.8863
 3814    0.7248    0.8314    0.8863
 3815    0.7247    0.8313    0.8860
 3816    0.7247    0.8313    0.8860
 3817    0.7247    0.8313    0.8860
 3818    0.7247    0.8313    0.8861
 3819    0.7248    0.8314    0.8862
 3820    0.7247    0.8313    0.8861
 3821    0.7248    0.8314    0.8862
 3822    0.7248    0.8315    0.8863
 3823    0.7248    0.8315    0.8864
 3824    0.7248    0.8315    0.8863
 3825    0.7248    0.8315    0.8864
 3826    0.7249    0.8316    0.8865
 3827    0.7249    0.8317    0.8866
 3828    0.7249    0.8317    0.8866
 3829    0.7249    0.8317    0.8866
 3830    0.7249    0.8318    0.8867
 3831    0.7250    0.8318    0.8867
 3832    0.7249    0.8318    0.8867
 3833    0.7249    0.8317    0.8866
 3834    0.7249    0.8318    0.8867
 3835    0.7250    0.8318    0.8868
 3836    0.7250    0.8319    0.8869
 3837    0.7250    0.8319    0.8868
 3838    0.7249    0.8318    0.8868
 3839    0.7250    0.8319    0.8869
 3840    0.7249    0.8318    0.8868
 3841    0.7250    0.8319    0.8869
 3842    0.7250    0.8319    0.8870
 3843    0.7250    0.8320    0.8871
 3844    0.7250    0.8320    0.8870
 3845    0.7250    0.8319    0.8870
 3846    0.7250    0.8320    0.8870
 3847    0.7250    0.8320    0.8871
 3848    0.7251    0.8321    0.8872
 3849    0.7250    0.8319    0.8869
 3850    0.7249    0.8317    0.8866
 3851    0.7249    0.8317    0.8866
 3852    0.7248    0.8315    0.8863
 3853    0.7248    0.8315    0.8864
 3854    0.7247    0.8313    0.8861
 3855    0.7247    0.8313    0.8860
 3856    0.7246    0.8311    0.8858
 3857    0.7246    0.8311    0.8858
 3858    0.7246    0.8312    0.8859
 3859    0.7247    0.8313    0.8860
 3860    0.7247    0.8313    0.8861
 3861    0.7248    0.8314    0.8862
 3862    0.7248    0.8315    0.8863
 3863    0.7248    0.8315    0.8863
 3864    0.7248    0.8315    0.8863
 3865    0.7248    0.8315    0.8864
 3866    0.7249    0.8316    0.8864
 3867    0.7248    0.8316    0.8864
 3868    0.7249    0.8316    0.8865
 3869    0.7249    0.8317    0.8866
 3870    0.7249    0.8317    0.8866
 3871    0.7249    0.8317    0.8866
 3872    0.7249    0.8318    0.8867
 3873    0.7250    0.8318    0.8867
 3874    0.7250    0.8319    0.8868
 3875    0.7250    0.8318    0.8868
 3876    0.7250    0.8319    0.8869
 3877    0.7250    0.8320    0.8869
 3878    0.7251    0.8320    0.8870
 3879    0.7251    0.8321    0.8871
 3880    0.7251    0.8322    0.8872
 3881    0.7252    0.8322    0.8873
 3882    0.7252    0.8323    0.8873
 3883    0.7253    0.8323    0.8874
 3884    0.7253    0.8324    0.8875
 3885    0.7253    0.8324    0.8875
 3886    0.7253    0.8324    0.8875
 3887    0.7253    0.8325    0.8876
 3888    0.7254    0.8326    0.8877
 3889    0.7254    0.8326    0.8878
 3890    0.7254    0.8327    0.8879
 3891    0.7255    0.8327    0.8879
 3892    0.7254    0.8327    0.8879
 3893    0.7254    0.8326    0.8878
 3894    0.7254    0.8327    0.8879
 3895    0.7254    0.8326    0.8879
 3896    0.7254    0.8327    0.8879
 3897    0.7255    0.8328    0.8880
 3898    0.7255    0.8328    0.8881
 3899    0.7255    0.8329    0.8882
 3900    0.7255    0.8328    0.8881
 3901    0.7255    0.8329    0.8882
 3902    0.7255    0.8329    0.8881
 3903    0.7255    0.8328    0.8881
 3904    0.7255    0.8329    0.8882
 3905    0.7255    0.8329    0.8882
 3906    0.7256    0.8330    0.8883
 3907    0.7256    0.8331    0.8884
 3908    0.7256    0.8331    0.8885
 3909    0.7257    0.8332    0.8886
 3910    0.7256    0.8330    0.8883
 3911    0.7256    0.8331    0.8884
 3912    0.7257    0.8331    0.8884
 3913    0.7257    0.8332    0.8885
 3914    0.7257    0.8331    0.8885
 3915    0.7256    0.8331    0.8884
 3916    0.7256    0.8330    0.8884
 3917    0.7255    0.8330    0.8883
 3918    0.7255    0.8329    0.8883
 3919    0.7254    0.8327    0.8880
 3920    0.7254    0.8328    0.8881
 3921    0.7254    0.8327    0.8880
 3922    0.7254    0.8328    0.8881
 3923    0.7255    0.8329    0.8882
 3924    0.7254    0.8328    0.8881
 3925    0.7255    0.8329    0.8882
 3926    0.7255    0.8329    0.8883
 3927    0.7256    0.8330    0.8883
 3928    0.7256    0.8331    0.8884
 3929    0.7256    0.8331    0.8885
 3930    0.7256    0.8331    0.8884
 3931    0.7256    0.8330    0.8884
 3932    0.7256    0.8331    0.8885
 3933    0.7256    0.8331    0.8885
 3934    0.7256    0.8331    0.8885
 3935    0.7256    0.8331    0.8886
 3936    0.7257    0.8332    0.8887
 3937    0.7257    0.8333    0.8887
 3938    0.7256    0.8331    0.8884
 3939    0.7256    0.8330    0.8884
 3940    0.7256    0.8331    0.8885
 3941    0.7256    0.8331    0.8886
 3942    0.7255    0.8330    0.8883
 3943    0.7256    0.8330    0.8884
 3944    0.7256    0.8331    0.8884
 3945    0.7256    0.8330    0.8884
 3946    0.7256    0.8331    0.8885
 3947    0.7256    0.8332    0.8885
 3948    0.7257    0.8332    0.8886
 3949    0.7257    0.8333    0.8887
 3950    0.7258    0.8333    0.8888
 3951    0.7257    0.8333    0.8887
 3952    0.7257    0.8333    0.8888
 3953    0.7258    0.8334    0.8889
 3954    0.7258    0.8335    0.8889
